,location,total_sqft,bath,price,bhk
8432,other,1200.0,3.0,130.0,3
8433,other,3595.0,6.0,360.0,4
8434,other,1100.0,2.0,39.5,2
8435,other,3100.0,5.0,385.0,4
8436,other,1219.0,2.0,40.0,2
8437,other,3259.0,3.0,270.0,3
8438,other,3200.0,3.0,190.0,4
8439,other,970.0,2.0,40.0,2
8440,other,596.0,1.0,42.0,1
8441,other,10000.0,16.0,550.0,16
8442,other,1910.0,3.0,190.0,3
8443,other,1405.0,2.0,70.0,3
8444,other,1800.0,3.0,65.0,3
8445,other,1750.0,3.0,149.0,3
8446,other,1360.0,2.0,65.0,3
8447,other,985.0,2.0,63.0,2
8448,other,1300.0,2.0,129.0,2
8449,other,1490.0,2.0,88.0,3
8450,other,620.0,1.0,25.0,2
8451,other,4428.0,4.0,255.0,4
8452,other,1301.0,2.0,55.0,2
8453,other,650.0,1.0,30.0,1
8454,other,1500.0,2.0,89.99,3
8455,other,1350.0,4.0,145.0,4
8456,other,910.0,1.0,42.0,1
8457,other,1250.0,3.0,39.0,3
8458,other,2000.0,3.0,85.0,3
8459,other,532.0,1.0,22.49,1
8460,other,1060.0,3.0,62.0,3
8461,other,902.0,2.0,42.0,2
8462,other,1550.0,2.0,160.0,2
8463,other,1374.0,2.0,70.0,3
8464,other,2145.0,4.0,125.0,4
8465,other,1080.0,2.0,55.0,2
8466,other,1000.0,2.0,80.0,2
8467,other,1240.0,2.0,52.6,2
8468,other,1500.0,2.0,97.0,3
8469,other,1865.0,4.0,140.0,3
8470,other,1200.0,2.0,49.0,2
8471,other,3500.0,4.0,245.0,4
8472,other,1203.0,2.0,59.86,2
8473,other,1600.0,3.0,76.0,3
8474,other,1134.0,2.0,40.0,2
8475,other,1320.0,2.0,73.0,3
8476,other,2150.0,6.0,205.0,6
8477,other,1100.0,2.0,56.1,2
8478,other,2400.0,5.0,120.0,5
8479,other,675.0,3.0,52.0,2
8480,other,1801.0,3.0,139.0,3
8481,other,1350.0,2.0,65.0,3
8482,other,2990.0,4.0,324.0,4
8483,other,2400.0,2.0,160.0,2
8484,other,1250.0,3.0,40.0,3
8485,other,1150.0,2.0,75.0,2
8486,other,1400.0,2.0,62.0,3
8487,other,1488.0,2.0,60.0,3
8488,other,4500.0,9.0,166.0,9
8489,other,1853.0,3.0,82.0,3
8490,other,861.0,2.0,35.0,2
8491,other,1256.0,2.0,62.8,2
8492,other,1390.0,2.0,80.0,3
8493,other,1550.0,2.0,90.0,3
8494,other,1310.0,2.0,37.83,3
8495,other,1080.0,2.0,39.0,2
8496,other,1500.0,4.0,110.0,4
8497,other,1531.0,3.0,72.0,3
8498,other,1839.0,3.0,165.0,3
8499,other,1200.0,2.0,55.0,2
8500,other,900.0,2.0,70.0,2
8501,other,1500.0,3.0,149.0,3
8502,other,1650.0,2.0,52.0,3
8503,other,1100.0,2.0,38.0,2
8504,other,750.0,2.0,50.0,1
8505,other,1605.0,2.0,85.0,3
8506,other,1205.0,2.0,60.0,2
8507,other,1200.0,3.0,46.14,2
8508,other,1500.0,1.0,19.5,1
8509,other,1125.0,2.0,44.0,2
8510,other,1200.0,2.0,70.0,2
8511,other,1200.0,2.0,160.0,2
8512,other,1904.0,3.0,155.0,3
8513,other,2770.0,4.0,315.0,3
8514,other,813.0,1.0,39.0,1
8515,other,3884.0,4.0,240.0,4
8516,other,4750.0,2.0,120.0,4
8517,other,1630.0,2.0,97.78,3
8518,other,1090.0,2.0,36.0,2
8519,other,2425.0,4.0,173.0,4
8520,other,1150.0,2.0,56.0,2
8521,other,1141.0,2.0,49.0,2
8522,other,936.0,2.0,43.0,2
8523,other,1280.0,2.0,75.0,2
8524,other,735.0,1.0,75.0,1
8525,other,500.0,1.0,24.0,1
8526,other,1100.0,2.0,50.0,2
8527,other,1200.0,4.0,145.0,3
8528,other,1200.0,2.0,100.0,2
8529,other,1200.0,3.0,160.0,3
8530,other,1265.0,2.0,82.0,3
8531,other,3200.0,5.0,150.0,4
8532,other,1196.0,2.0,56.81,2
8533,other,1850.0,3.0,98.0,3
8534,other,2360.0,4.0,150.0,4
8535,other,1030.0,2.0,77.25,2
8536,other,1512.0,1.0,65.01,2
8537,other,2000.0,3.0,160.0,3
8538,other,1575.0,3.0,93.0,3
8539,other,1300.0,2.0,70.0,3
8540,other,975.0,2.0,50.0,2
8541,other,1380.0,2.0,75.0,2
8542,other,5800.0,5.0,80.0,5
8543,other,1000.0,2.0,45.0,2
8544,other,3000.0,5.0,100.0,4
8545,other,1080.0,2.0,45.0,2
8546,other,3100.0,3.0,250.0,3
8547,other,1190.0,2.0,100.0,2
8548,other,1827.0,3.0,100.0,3
8549,other,1500.0,3.0,95.0,3
8550,other,1180.0,2.0,63.0,2
8551,other,1300.0,3.0,47.0,3
8552,other,1155.0,2.0,60.0,3
8553,other,1540.0,3.0,68.0,3
8554,other,1206.0,2.0,38.5,2
8555,other,1645.0,3.0,95.0,3
8556,other,1200.0,2.0,55.0,3
8557,other,1161.0,2.0,36.69,2
8558,other,1097.0,2.0,65.0,2
8559,other,1600.0,3.0,165.0,4
8560,other,620.0,2.0,22.0,2
8561,other,900.0,2.0,110.0,2
8562,other,1200.0,2.0,125.0,2
8563,other,1355.0,2.0,75.0,2
8564,other,2000.0,3.0,85.0,3
8565,other,7500.0,4.0,900.0,4
8566,other,1280.0,2.0,49.75,2
8567,other,4200.0,1.0,160.0,2
8568,other,4104.0,4.0,360.0,4
8569,other,1215.0,2.0,49.85,2
8570,other,1076.0,2.0,52.0,2
8571,other,2080.0,2.0,150.0,2
8572,other,1505.0,2.0,90.0,2
8573,other,1200.0,3.0,95.75,3
8574,other,1810.0,4.0,148.0,3
8575,other,1250.0,2.0,39.0,2
8576,other,1530.0,2.0,97.0,3
8577,other,1500.0,3.0,70.0,3
8578,other,2000.0,5.0,80.0,4
8579,other,1410.0,2.0,45.12,3
8580,other,2000.0,3.0,85.0,3
8581,other,1500.0,2.0,130.0,3
8582,other,1600.0,3.0,72.0,3
8583,other,2100.0,6.0,71.0,6
8584,other,2500.0,3.0,75.0,3
8585,other,1400.0,2.0,80.0,2
8586,other,1533.0,3.0,150.0,3
8587,other,1100.0,2.0,38.0,2
8588,other,3730.0,6.0,450.0,4
8589,other,745.0,2.0,50.0,2
8590,other,1460.0,3.0,70.0,3
8591,other,1355.0,2.0,95.0,2
8592,other,833.0,1.0,49.0,1
8593,other,1037.0,2.0,36.28,2
8594,other,3000.0,5.0,270.0,4
8595,other,1220.0,2.0,68.0,2
8596,other,3811.0,3.0,475.0,4
8597,other,1545.0,3.0,85.0,3
8598,other,780.0,2.0,35.0,2
8599,other,1350.0,2.0,110.0,2
8600,other,1350.0,2.0,41.0,2
8601,other,1200.0,2.0,68.0,3
8602,other,1150.0,2.0,49.0,2
8603,other,2000.0,4.0,180.0,5
8604,other,1096.0,2.0,48.0,2
8605,other,1094.0,2.0,44.0,2
8606,other,1100.0,2.0,49.0,2
8607,other,1280.0,4.0,115.0,4
8608,other,1200.0,3.0,85.0,3
8609,other,1086.0,2.0,47.5,2
8610,other,1655.0,3.0,155.0,3
8611,other,1150.0,2.0,74.0,2
8612,other,1440.0,3.0,65.8,3
8613,other,1200.0,2.0,108.0,3
8614,other,1200.0,2.0,75.0,2
8615,other,1225.0,3.0,60.0,3
8616,other,1550.0,2.0,60.0,3
8617,other,1650.0,3.0,75.0,3
8618,other,1113.0,2.0,46.0,2
8619,other,1800.0,2.0,72.0,3
8620,other,1350.0,4.0,85.0,4
8621,other,4500.0,9.0,500.0,9
8622,other,935.0,2.0,32.73,2
8623,other,2500.0,5.0,120.0,5
8624,other,1550.0,3.0,160.0,3
8625,other,1140.0,2.0,52.0,2
8626,other,1050.0,2.0,40.0,2
8627,other,1758.0,3.0,95.0,3
8628,other,3179.0,5.0,351.0,4
8629,other,909.0,2.0,40.0,3
8630,other,1200.0,3.0,85.0,2
8631,other,1200.0,2.0,34.0,2
8632,other,1800.0,3.0,140.0,3
8633,other,1000.0,2.0,48.0,2
8634,other,1095.0,2.0,38.52,2
8635,other,3900.0,4.0,333.0,4
8636,other,2400.0,4.0,200.0,3
8637,other,1645.0,3.0,87.5,3
8638,other,1252.0,2.0,55.0,2
8639,other,2600.0,3.0,140.0,3
8640,other,950.0,2.0,60.0,2
8641,other,2107.0,4.0,95.0,4
8642,other,1450.0,3.0,68.0,3
8643,other,2431.0,3.0,100.0,3
8644,other,1155.0,2.0,56.0,2
8645,other,1450.0,2.0,62.63,2
8646,other,1900.0,3.0,205.0,3
8647,other,1365.0,3.0,60.0,2
8648,other,1402.0,2.0,85.0,3
8649,other,1550.0,3.0,75.0,3
8650,other,2100.0,3.0,240.0,3
8651,other,5000.0,4.0,290.0,4
8652,other,2000.0,3.0,85.0,3
8653,other,1100.0,2.0,45.0,2
8654,other,1200.0,3.0,140.0,3
8655,other,814.0,2.0,55.0,2
8656,other,1100.0,2.0,44.0,2
8657,other,830.0,2.0,37.0,2
8658,other,1590.0,3.0,120.0,3
8659,other,3754.0,6.0,430.0,4
8660,other,1100.0,2.0,48.0,2
8661,other,1230.0,2.0,53.51,3
8662,other,1450.0,2.0,89.6,3
8663,other,1367.0,2.0,62.0,2
8664,other,1340.0,2.0,77.0,2
8665,other,1135.0,2.0,32.91,2
8666,other,1745.0,3.0,77.0,3
8667,other,1665.0,3.0,105.0,3
8668,other,1220.0,2.0,48.79,2
8669,other,2300.0,4.0,200.0,4
8670,other,1210.0,2.0,76.0,2
8671,other,1100.0,2.0,46.0,2
8672,other,1286.0,3.0,67.0,3
8673,other,1141.0,2.0,40.0,2
8674,other,1140.0,2.0,45.0,2
8675,other,1065.0,2.0,58.0,2
8676,other,1082.0,2.0,42.0,3
8677,other,1290.0,2.0,40.63,2
8678,other,1636.0,3.0,97.0,3
8679,other,3600.0,4.0,450.0,4
8680,other,1450.0,3.0,42.0,3
8681,other,1120.0,2.0,40.0,2
8682,other,1200.0,3.0,72.0,3
8683,other,1500.0,2.0,65.0,3
8684,other,3000.0,8.0,90.0,6
8685,other,1100.0,2.0,47.0,2
8686,other,1000.0,1.0,75.0,2
8687,other,1388.0,3.0,69.99,3
8688,other,1176.0,2.0,44.0,2
8689,other,1170.0,2.0,86.0,2
8690,other,4830.0,5.0,390.0,4
8691,other,850.0,2.0,75.0,2
8692,other,1103.0,2.0,55.0,2
8693,other,1600.0,3.0,64.0,3
8694,other,1100.0,2.0,55.0,2
8695,other,2065.0,3.0,130.0,3
8696,other,1150.0,2.0,125.0,2
8697,other,1250.0,2.0,59.0,2
8698,other,1115.0,2.0,46.0,2
8699,other,2550.0,4.0,290.0,3
8700,other,3080.0,2.0,285.0,4
8701,other,1130.0,2.0,52.0,2
8702,other,3400.0,6.0,420.0,4
8703,other,450.0,1.0,25.0,1
8704,other,1100.0,2.0,85.0,2
8705,other,966.0,2.0,49.0,2
8706,other,4400.0,4.0,350.0,5
8707,other,1550.0,2.0,79.0,3
8708,other,1540.0,2.0,70.0,3
8709,other,1036.0,2.0,110.0,2
8710,other,1070.0,2.0,38.9,2
8711,other,1041.0,2.0,36.44,2
8712,other,1376.0,4.0,156.0,4
8713,other,1150.0,2.0,60.0,3
8714,other,1508.0,3.0,75.0,3
8715,other,1110.0,2.0,58.0,2
8716,other,1950.0,3.0,90.0,3
8717,other,1080.0,2.0,62.0,2
8718,other,999.0,2.0,43.66,2
8719,other,1180.0,2.0,40.0,2
8720,other,1127.0,2.0,55.0,2
8721,other,1200.0,3.0,96.25,3
8722,other,1250.0,2.0,65.0,3
8723,other,2631.0,3.0,200.0,4
8724,other,830.0,2.0,60.0,2
8725,other,1500.0,2.0,88.0,2
8726,other,1518.0,3.0,76.0,3
8727,other,1495.0,2.0,75.0,3
8728,other,856.0,2.0,48.0,2
8729,other,1143.0,2.0,62.0,2
8730,other,1070.0,2.0,33.15,2
8731,other,1117.0,2.0,110.0,2
8732,other,600.0,1.0,43.0,1
8733,other,7500.0,4.0,425.0,4
8734,other,925.0,2.0,48.0,2
8735,other,1100.0,2.0,52.0,2
8736,other,1200.0,3.0,70.0,3
8737,other,2675.0,4.0,290.0,4
8738,other,1016.0,2.0,45.9,2
8739,other,1800.0,3.0,88.0,3
8740,other,1062.0,2.0,47.0,2
8741,other,1477.0,2.0,80.0,3
8742,other,3500.0,5.0,450.0,4
8743,other,1793.0,3.0,98.0,3
8744,other,960.0,2.0,33.0,2
8745,other,620.0,2.0,23.0,2
8746,other,1400.0,3.0,35.0,3
8747,other,1020.0,2.0,62.0,2
8748,other,3563.0,6.0,310.0,4
8749,other,1165.0,2.0,47.0,2
8750,other,1100.0,2.0,43.5,2
8751,other,3300.0,5.0,318.0,4
8752,other,1440.0,4.0,88.0,4
8753,other,2250.0,3.0,113.0,3
8754,other,1250.0,3.0,43.0,3
8755,other,1718.0,3.0,223.0,3
8756,other,1200.0,2.0,75.0,3
8757,other,985.0,2.0,55.0,2
8758,other,1700.0,2.0,68.5,3
8759,other,2000.0,4.0,99.0,5
8760,other,1643.0,3.0,75.0,3
8761,other,1740.0,3.0,55.0,3
8762,other,1030.0,2.0,80.0,2
8763,other,1852.0,2.0,95.0,3
8764,other,1150.0,2.0,69.0,2
8765,other,2600.0,3.0,95.0,4
8766,other,1350.0,2.0,68.0,3
8767,other,1500.0,2.0,90.0,3
8768,other,900.0,2.0,55.0,2
8769,other,850.0,2.0,35.0,2
8770,other,1250.0,2.0,60.0,2
8771,other,970.0,2.0,35.0,2
8772,other,1148.0,2.0,59.0,2
8773,other,1750.0,2.0,225.0,4
8774,other,1350.0,3.0,60.0,3
8775,other,1100.0,2.0,78.0,2
8776,other,1180.0,2.0,74.0,2
8777,other,4510.0,4.0,200.0,3
8778,other,1540.0,3.0,85.0,3
8779,other,1033.0,2.0,31.5,3
8780,other,1800.0,3.0,230.0,3
8781,other,1200.0,2.0,37.0,2
8782,other,2000.0,3.0,120.0,3
8783,other,2000.0,3.0,145.0,3
8784,other,500.0,1.0,15.0,1
8785,other,850.0,2.0,42.0,2
8786,other,1165.0,2.0,33.64,2
8787,other,2230.0,4.0,130.0,4
8788,other,2200.0,5.0,100.0,4
8789,other,1519.0,3.0,67.23,3
8790,other,3160.0,4.0,206.0,4
8791,other,922.0,2.0,70.0,2
8792,other,850.0,2.0,72.0,2
8793,other,1200.0,1.0,65.0,2
8794,other,1442.0,3.0,56.24,3
8795,other,1233.0,2.0,100.0,2
8796,other,1840.0,3.0,85.0,3
8797,other,1100.0,2.0,57.0,2
8798,other,1040.0,2.0,46.79,2
8799,other,1200.0,2.0,53.0,2
8800,other,2050.0,3.0,100.0,4
8801,other,800.0,2.0,30.0,2
8802,other,1125.0,2.0,36.0,2
8803,other,1936.0,3.0,110.0,3
8804,other,1652.5,3.0,90.0,3
8805,other,2159.0,3.0,110.0,3
8806,other,1500.0,3.0,138.0,3
8807,other,700.0,2.0,43.0,2
8808,other,1750.0,3.0,170.0,3
8809,other,1365.0,3.0,99.0,3
8810,other,850.0,2.0,35.0,2
8811,other,708.0,1.0,55.0,2
8812,other,1680.0,3.0,135.0,3
8813,other,990.0,2.0,58.0,2
8814,other,1240.0,2.0,100.0,2
8815,other,1810.0,3.0,118.0,3
8816,other,2005.0,3.0,240.0,3
8817,other,1265.0,2.0,58.0,2
8818,other,1035.0,2.0,44.0,2
8819,other,1000.0,2.0,97.0,2
8820,other,2800.0,4.0,100.0,6
8821,other,3500.0,6.0,120.0,8
8822,other,1430.0,3.0,78.65,3
8823,other,1200.0,2.0,45.0,1
8824,other,1116.0,2.0,37.6,2
8825,other,1090.0,2.0,45.0,2
8826,other,1260.0,4.0,65.0,4
8827,other,1000.0,2.0,36.0,2
8828,other,840.0,1.0,75.0,1
8829,other,1760.0,2.0,116.0,3
8830,other,4967.5,5.0,268.5,4
8831,other,1670.0,3.0,160.0,3
8832,other,1410.0,2.0,75.0,2
8833,other,2400.0,5.0,93.0,5
8834,other,1200.0,2.0,75.6,3
8835,other,2400.0,5.0,285.0,5
8836,other,2100.0,4.0,150.0,4
8837,other,1200.0,2.0,52.5,2
8838,other,1539.0,3.0,60.0,3
8839,other,920.0,2.0,46.0,2
8840,other,1550.0,4.0,120.0,4
8841,other,905.0,2.0,50.0,2
8842,other,1495.0,3.0,200.0,3
8843,other,1455.0,2.0,55.0,3
8844,other,550.0,1.0,23.0,1
8845,other,4000.0,3.0,130.0,5
8846,other,1060.0,2.0,53.0,2
8847,other,1080.0,2.0,75.0,3
8848,other,1570.0,3.0,78.0,3
8849,other,1537.0,3.0,110.0,3
8850,other,1750.0,3.0,150.0,3
8851,other,2800.0,7.0,250.0,7
8852,other,1020.0,2.0,48.0,2
8853,other,1191.0,2.0,90.0,2
8854,other,865.0,2.0,35.11,2
8855,other,2100.0,4.0,90.0,4
8856,other,2849.0,5.0,250.0,4
8857,other,1000.0,2.0,42.0,2
8858,other,1225.0,2.0,47.0,2
8859,other,830.0,2.0,40.0,2
8860,other,1685.0,3.0,60.0,3
8861,other,827.0,2.0,45.0,2
8862,other,1050.0,2.0,50.0,2
8863,other,1060.0,2.0,49.27,2
8864,other,1261.0,2.0,61.0,2
8865,other,1100.0,2.0,46.0,2
8866,other,3400.0,4.0,190.0,4
8867,other,1180.0,2.0,56.0,2
8868,other,1205.0,2.0,70.0,2
8869,other,1250.0,2.0,58.0,2
8870,other,1424.0,2.0,55.0,3
8871,other,1250.0,3.0,55.0,3
8872,other,2200.0,4.0,160.0,3
8873,other,1230.0,2.0,55.0,2
8874,other,1540.0,3.0,76.0,3
8875,other,1900.0,3.0,155.0,3
8876,other,1200.0,1.0,95.0,2
8877,other,1060.0,2.0,37.0,2
8878,other,1100.0,2.0,61.0,2
8879,other,1100.0,2.0,110.0,2
8880,other,1942.0,3.0,155.0,3
8881,other,1200.0,4.0,80.0,3
8882,other,1400.0,2.0,60.0,2
8883,other,1330.0,2.0,64.0,2
8884,other,1515.0,3.0,90.0,3
8885,other,1464.0,3.0,56.0,3
8886,other,1206.0,2.0,53.0,2
8887,other,1250.0,2.0,58.0,2
8888,other,625.0,2.0,24.0,2
8889,other,900.0,2.0,27.0,2
8890,other,1464.0,2.0,56.0,2
8891,other,1300.0,3.0,64.0,3
8892,other,1200.0,1.0,69.0,1
8893,other,1717.0,3.0,99.0,3
8894,other,2099.0,3.0,95.0,3
8895,other,1200.0,1.0,48.0,1
8896,other,1430.0,2.0,78.65,3
8897,other,2108.0,3.0,85.0,3
8898,other,1190.0,2.0,70.0,2
8899,other,900.0,2.0,41.0,2
8900,other,2690.0,4.0,185.0,4
8901,other,1594.0,3.0,99.0,3
8902,other,1250.0,2.0,68.0,2
8903,other,1290.0,1.0,77.5,2
8904,other,1150.0,2.0,48.0,2
8905,other,1464.0,2.0,145.0,2
8906,other,1200.0,2.0,75.0,2
8907,other,1065.0,2.0,45.0,2
8908,other,750.0,2.0,36.0,2
8909,other,1485.0,2.0,156.0,3
8910,other,2070.0,3.0,135.0,3
8911,other,1600.0,2.0,75.0,3
8912,other,1100.0,2.0,38.49,2
8913,other,800.0,2.0,55.0,2
8914,other,900.0,1.0,44.0,2
8915,other,1480.0,2.0,125.0,3
8916,other,3800.0,2.0,130.0,3
8917,other,1500.0,2.0,130.0,2
8918,other,2010.0,3.0,125.0,3
8919,other,1504.0,2.0,100.0,3
8920,other,2040.0,2.0,59.0,2
8921,other,1602.0,2.0,165.0,3
8922,other,1800.0,3.0,220.0,3
8923,other,1500.0,3.0,72.0,3
8924,other,1280.0,2.0,48.0,3
8925,other,900.0,2.0,45.0,2
8926,other,1095.0,2.0,38.33,2
8927,other,1145.0,2.0,58.4,2
8928,other,1862.0,3.0,120.0,3
8929,other,2700.0,3.0,200.0,3
8930,other,1677.0,3.0,98.0,3
8931,other,2500.0,8.0,95.0,8
8932,other,1490.0,2.0,115.0,3
8933,other,1550.0,3.0,59.0,3
8934,other,1740.0,3.0,120.0,3
8935,other,1020.0,2.0,60.0,2
8936,other,550.0,1.0,16.0,1
8937,other,1492.0,2.0,65.0,2
8938,other,1431.0,3.0,65.0,3
8939,other,3664.0,3.0,325.0,3
8940,other,690.0,2.0,42.0,2
8941,other,1520.0,3.0,111.0,3
8942,other,1391.0,2.0,64.5,3
8943,other,1250.0,2.0,90.0,2
8944,other,1900.0,2.0,190.0,3
8945,other,1464.0,3.0,56.0,3
8946,other,900.0,2.0,33.0,2
8947,other,1602.0,2.0,170.0,3
8948,other,1230.0,2.0,70.0,2
8949,other,1600.0,3.0,95.0,3
8950,other,450.0,1.0,60.0,1
8951,other,600.0,2.0,23.0,1
8952,other,3463.0,6.0,310.0,4
8953,other,1200.0,2.0,85.0,2
8954,other,1200.0,2.0,35.0,2
8955,other,1200.0,2.0,45.0,2
8956,other,2000.0,4.0,130.0,3
8957,other,1350.0,4.0,140.0,4
8958,other,995.0,2.0,34.82,3
8959,other,1000.0,2.0,44.0,2
8960,other,1175.0,2.0,79.0,2
8961,other,1200.0,2.0,43.0,2
8962,other,1112.0,2.0,68.0,2
8963,other,990.0,2.0,35.0,2
8964,other,1107.0,2.0,40.0,2
8965,other,1158.0,2.0,75.0,2
8966,other,3200.0,4.0,200.0,4
8967,other,1125.0,2.0,32.49,2
8968,other,1200.0,2.0,90.0,2
8969,other,1266.67,2.0,69.0,2
8970,other,1800.0,3.0,90.0,3
8971,other,2000.0,2.0,160.0,2
8972,other,1464.0,3.0,56.0,3
8973,other,1800.0,3.0,95.0,3
8974,other,1410.0,3.0,65.0,3
8975,other,2679.0,5.0,280.0,4
8976,other,1230.0,2.0,75.0,2
8977,other,1080.0,2.0,44.8,2
8978,other,3150.0,5.0,145.0,8
8979,other,2400.0,2.0,135.0,2
8980,other,880.0,2.0,48.0,2
8981,other,1150.0,2.0,45.0,2
8982,other,1194.0,2.0,55.0,2
8983,other,2000.0,3.0,90.0,3
8984,other,1025.0,2.0,42.5,2
8985,other,1022.0,2.0,57.0,2
8986,other,1200.0,2.0,76.0,2
8987,other,1200.0,1.0,54.0,2
8988,other,950.0,2.0,38.0,2
8989,other,1605.0,3.0,100.0,3
8990,other,1542.0,3.0,98.0,3
8991,other,1012.0,2.0,42.0,2
8992,other,3600.0,5.0,110.0,5
8993,other,1333.0,2.0,77.27,2
8994,other,1100.0,3.0,110.0,3
8995,other,1050.0,2.0,70.0,2
8996,other,1140.0,2.0,32.92,2
8997,other,2000.0,3.0,105.0,3
8998,other,1075.0,2.0,55.0,2
8999,other,1100.0,2.0,145.0,3
9000,other,1069.0,2.0,55.0,2
9001,other,1200.0,3.0,99.0,3
9002,other,1007.0,2.0,43.0,2
9003,other,4250.0,6.0,150.0,6
9004,other,1000.0,2.0,60.0,2
9005,other,5720.0,3.0,350.0,3
9006,other,675.0,1.0,15.0,2
9007,other,1012.0,2.0,59.0,2
9008,other,1280.0,2.0,49.0,3
9009,other,925.0,2.0,35.0,2
9010,other,1240.0,2.0,65.0,3
9011,other,1100.0,2.0,55.0,2
9012,other,1700.0,3.0,111.0,3
9013,other,1340.0,2.0,65.0,2
9014,other,1200.0,2.0,54.0,2
9015,other,1600.0,2.0,31.0,2
9016,other,1780.0,3.0,110.0,3
9017,other,1800.0,4.0,68.0,5
9018,other,946.0,2.0,45.0,2
9019,other,1540.0,3.0,85.0,3
9020,other,2456.0,3.0,220.0,3
9021,other,1610.0,2.0,64.4,3
9022,other,1530.0,2.0,185.0,2
9023,other,1439.0,3.0,57.23,3
9024,other,1435.0,2.0,60.0,3
9025,other,1717.0,3.0,120.0,3
9026,other,1409.0,2.0,62.0,3
9027,other,1250.0,2.0,50.0,2
9028,other,1475.0,2.0,171.0,2
9029,other,1225.0,2.0,65.0,2
9030,other,650.0,1.0,16.0,1
9031,other,1750.0,3.0,75.0,3
9032,other,1504.0,2.0,102.0,3
9033,other,1116.0,2.0,49.8,2
9034,other,1800.0,4.0,145.0,4
9035,other,3000.0,4.0,240.0,4
9036,other,1150.0,2.0,60.0,2
9037,other,1625.0,3.0,92.0,3
9038,other,2400.0,4.0,250.0,4
9039,other,1180.0,2.0,50.0,2
9040,other,1272.0,2.0,51.5,2
9041,other,1490.0,2.0,92.0,3
9042,other,2400.0,5.0,140.0,4
9043,other,1044.0,2.0,60.0,2
9044,other,1595.0,3.0,70.39,3
9045,other,1640.0,3.0,84.0,3
9046,other,1200.0,2.0,54.0,2
9047,other,1567.2,2.0,190.0,3
9048,other,959.0,2.0,42.5,2
9049,other,1141.0,2.0,55.0,2
9050,other,1200.0,2.0,43.2,2
9051,other,1240.0,2.0,65.0,3
9052,other,1293.0,2.0,75.0,2
9053,other,1885.0,3.0,90.0,3
9054,other,860.0,2.0,65.5,2
9055,other,1374.0,2.0,88.0,3
9056,other,1250.0,2.0,60.0,2
9057,other,1110.0,2.0,52.0,2
9058,other,1350.0,3.0,48.6,3
9059,other,2000.0,2.0,160.0,4
9060,other,834.0,1.0,62.0,1
9061,other,600.0,1.0,52.0,1
9062,other,2000.0,4.0,135.0,4
9063,other,2750.0,3.0,260.0,3
9064,other,900.0,2.0,35.0,2
9065,other,1000.0,2.0,46.0,2
9066,other,1200.0,2.0,52.0,2
9067,other,1280.0,2.0,90.0,2
9068,other,1190.0,2.0,55.0,2
9069,other,2075.0,3.0,175.0,3
9070,other,1900.0,3.0,65.0,3
9071,other,1578.0,3.0,73.9,3
9072,other,1475.0,2.0,70.0,2
9073,other,2400.0,2.0,125.0,2
9074,other,1427.0,2.0,70.0,3
9075,other,1350.0,3.0,68.0,3
9076,other,2274.24,4.0,160.0,3
9077,other,1455.0,2.0,55.0,3
9078,other,900.0,3.0,105.0,2
9079,other,1570.0,3.0,80.0,3
9080,other,1495.0,2.0,65.0,3
9081,other,1350.0,3.0,75.0,3
9082,other,1464.0,3.0,56.0,3
9083,other,470.0,2.0,10.0,1
9084,other,2300.0,7.0,160.0,6
9085,other,1313.0,4.0,150.0,3
9086,other,2515.0,4.0,155.0,3
9087,other,1440.0,3.0,72.0,3
9088,other,1200.0,2.0,56.0,2
9089,other,2665.0,3.0,350.0,3
9090,other,1670.0,3.0,75.0,3
9091,other,3500.0,5.0,450.0,4
9092,other,700.0,2.0,29.0,2
9093,other,1300.0,2.0,67.0,3
9094,other,1200.0,2.0,54.0,2
9095,other,1215.0,2.0,49.75,3
9096,other,1050.0,2.0,55.0,2
9097,other,1258.0,2.0,58.0,2
9098,other,2400.0,5.0,300.0,6
9099,other,3000.0,4.0,130.0,8
9100,other,1235.0,2.0,140.0,2
9101,other,3200.0,3.0,260.0,3
9102,other,1450.0,3.0,90.0,3
9103,other,3754.0,6.0,480.0,4
9104,other,1893.0,3.0,115.0,3
9105,other,2400.0,6.0,98.0,6
9106,other,1250.0,2.0,43.0,2
9107,other,1200.0,2.0,100.0,3
9108,other,1205.0,2.0,70.0,2
9109,other,1500.0,3.0,90.0,3
9110,other,1190.0,2.0,41.0,2
9111,other,1250.0,2.0,67.0,2
9112,other,2260.0,3.0,80.0,2
9113,other,2700.0,3.0,90.0,4
9114,other,375.0,1.0,26.0,1
9115,other,800.0,3.0,59.5,2
9116,other,909.0,2.0,43.0,3
9117,other,1400.0,2.0,85.0,2
9118,other,1800.0,2.0,100.0,3
9119,other,925.0,2.0,70.0,2
9120,other,850.0,1.0,35.5,2
9121,other,1100.0,2.0,32.0,2
9122,other,3500.0,2.0,350.0,4
9123,other,1200.0,2.0,55.0,2
9124,other,1480.0,3.0,74.0,3
9125,other,2100.0,4.0,255.0,3
9126,other,400.0,1.0,35.0,1
9127,other,1310.0,2.0,55.0,3
9128,other,993.0,2.0,45.5,2
9129,other,2400.0,5.0,180.0,4
9130,other,6000.0,1.0,276.0,1
9131,other,825.0,2.0,40.0,1
9132,other,1320.0,2.0,60.0,3
9133,other,5000.0,5.0,600.0,4
9134,other,1050.0,2.0,50.0,2
